ID,Country,Fulfill Via,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
71388,South Africa,Direct Drop,Ocean,2011-05-31,2011-06-13,2011-06-13,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,Tablet,30,100.0,665.0,6.65,0.22,"Aurobindo Unit III, India",Yes,11.0,8809.05,1.1
71391,Namibia,Direct Drop,Air,2012-07-16,2012-07-16,2012-07-16,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,416.0,13312.0,32.0,1.6,"Trinity Biotech, Plc",Yes,249.0,1640.99,18.66
71402,Haiti,Direct Drop,Air,2015-01-20,2015-01-20,2015-01-21,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Generic,Chewable/dispersible tablet - FDC,60,7867.0,28321.2,3.6,0.06,"Cipla, Goa, India",Yes,811.0,5915.63,29.11
71411,Zimbabwe,Direct Drop,Air,2013-03-15,2013-03-15,2013-03-15,HRDT,Hiv Test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",First Response,Test kit,30,8000.0,180000.0,22.5,0.75,Premier Med. Corp Ltd. India,Yes,2460.0,13380.07,222.66
71439,South Africa,Direct Drop,Ocean,2010-12-15,2010-12-15,2010-12-15,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,164908.0,407322.76,2.47,0.04,"Strides, Bangalore, India.",Yes,8048.0,12225.76,878.19
71462,South Africa,Direct Drop,Truck,2013-04-16,2013-04-16,2013-04-16,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,1473.0,36814.05,24.99,0.21,ABBVIE Ludwigshafen Germany,No,,,45.54
71469,Rwanda,Direct Drop,Air,2012-06-28,2012-06-28,2012-06-28,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Stavudine 60/12mg, dispersible tablets, 60 Tabs",Generic,Chewable/dispersible tablet - FDC,60,672.0,2466.24,3.67,0.06,"Cipla, Goa, India",Yes,50.0,3011.72,3.46
71477,Vietnam,Direct Drop,Air,2014-12-17,2014-12-17,2014-12-17,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,15840.0,166320.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,2517.0,3789.5,170.98
71487,Nigeria,Direct Drop,Air,2011-12-19,2011-12-09,2011-12-09,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,2419.0,215291.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,933.0,27136.6,355.23
71516,South Africa,Direct Drop,Truck,2015-01-26,2015-01-26,2015-01-26,ARV,Adult,PHARMACY DIRECT,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,19.0,428.24,22.54,0.38,"Aurobindo Unit III, India",No,,,0.44
71518,Vietnam,Direct Drop,Air,2012-10-02,2012-10-02,2012-10-02,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Generic,Chewable/dispersible tablet - FDC,60,8698.0,36096.7,4.15,0.07,Mylan (formerly Matrix) Nashik,No,,,50.61
71532,"Congo, Drc",Direct Drop,Air,2014-08-29,2014-08-29,2014-09-23,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Generic,Chewable/dispersible tablet,30,240.0,312.0,1.3,0.04,"Aurobindo Unit III, India",Yes,30.0,1678.57,0.32
71536,Vietnam,Direct Drop,Air,2014-12-17,2014-12-17,2014-12-17,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,20856.0,218988.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,2959.0,4427.52,225.12
71554,Ghana,Direct Drop,Ocean,2014-11-04,2014-11-04,2014-11-06,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,Oral solution,240,13863.0,19824.09,1.43,0.01,"Aurobindo Unit III, India",Yes,5467.0,11447.38,20.38
71574,South Sudan,Direct Drop,Air,2013-07-20,2013-07-20,2013-07-20,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,Test kit - Ancillary,100,115.0,920.0,8.0,0.08,"Alere Medical Co., Ltd.",No,,,1.14
71594,"Congo, Drc",Direct Drop,Air,2014-09-05,2014-09-05,2014-09-16,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,27.0,864.0,32.0,1.6,"Trinity Biotech, Plc",No,,,0.89
71606,South Africa,Direct Drop,Truck,2015-05-12,2015-05-12,2015-05-12,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",Generic,Capsule,90,3.0,51.13,17.04,0.19,"Aurobindo Unit III, India",No,,,0.05
71649,South Africa,Direct Drop,Truck,2013-04-16,2013-04-16,2013-04-16,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 400mg, delayed-release capsules, 30 Caps",Generic,Delayed-release capsules,30,14.0,278.66,19.9,0.66,"Aurobindo Unit III, India",No,,,0.34
71655,Dominican Republic,Direct Drop,Air,2013-02-26,2013-02-26,2013-02-26,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,413.0,13216.0,32.0,1.6,"Trinity Biotech, Plc",Yes,134.0,1083.85,16.35
71672,Nigeria,Direct Drop,Air,2009-11-16,2009-11-16,2009-11-16,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,5100.0,408000.0,80.0,0.8,Inverness Japan,Yes,2440.0,43692.46,799.68
71712,Haiti,Direct Drop,Air,2015-05-05,2015-04-22,2015-04-23,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,5698.0,569800.0,100.0,1.0,"Alere Medical Co., Ltd.",Yes,2314.0,22194.09,670.65
71753,South Africa,Direct Drop,Truck,2014-08-28,2014-08-28,2014-08-28,ARV,Adult,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",Generic,Delayed-release capsules,30,7.0,137.73,19.68,0.66,"Aurobindo Unit III, India",No,,,0.14
71767,Vietnam,Direct Drop,Air,2010-03-29,2010-03-29,2010-03-29,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,Tablet,30,3192.0,23940.0,7.5,0.25,Mylan (formerly Matrix) Nashik,No,,,51.61
71773,Uganda,Direct Drop,Air,2013-04-29,2013-04-29,2013-04-29,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,Test kit - Ancillary,100,100.0,800.0,8.0,0.08,"Alere Medical Co., Ltd.",Yes,74.0,1649.91,0.99
71784,Vietnam,Direct Drop,Air,2014-09-22,2014-09-22,2014-11-04,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Generic,Tablet,60,500.0,5725.0,11.45,0.19,Hetero Unit III Hyderabad IN,No,,,5.89
71809,South Africa,Direct Drop,Truck,2014-08-29,2014-08-29,2014-08-29,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,592.0,5776.17,9.76,0.16,Hetero Unit III Hyderabad IN,No,,,7.15
71840,Côte D'Ivoire,Direct Drop,Air,2015-01-23,2015-01-23,2015-01-23,HRDT,Hiv Test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,Test kit,20,2120.0,65720.0,31.0,1.55,Chembio Diagnostics Sys. Inc.,Yes,610.0,8291.96,67.56
71878,Haiti,Direct Drop,Air,2011-08-08,2011-08-08,2011-08-08,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,Oral solution,300,90.0,3033.0,33.7,0.11,ABBVIE (Abbott) Logis. UK,Yes,126.0,1767.91,5.0
71893,Haiti,Direct Drop,Ocean,2015-05-25,2015-05-25,2015-05-26,ARV,Adult,CIPLA LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,21203.0,68697.72,3.24,0.11,"Cipla, Goa, India",Yes,2471.0,4532.44,70.62
71909,Côte D'Ivoire,Direct Drop,Air,2013-04-19,2013-04-19,2013-04-19,HRDT,Hiv Test,BIO-RAD LABORATORIES (FRANCE),"HIV 1/2, Genie III Kit, 50 Tests",Genie,Test kit,50,300.0,27300.0,91.0,1.82,Bio-Rad Laboratories,Yes,160.0,2595.63,38.27
71917,Rwanda,Direct Drop,Air,2014-03-27,2014-03-27,2014-05-08,HRDT,Hiv Test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",Colloidal Gold,Test kit,1,2988.0,73206.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,1992.0,26266.34,90.56
71920,Vietnam,Direct Drop,Air,2013-05-15,2013-05-15,2013-05-15,ARV,Pediatric,STRIDES ARCOLAB LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Generic,Chewable/dispersible tablet - FDC,60,1119.0,4476.0,4.0,0.07,"Strides, Bangalore, India.",No,,,5.54
71936,Vietnam,Direct Drop,Air,2012-08-22,2012-08-22,2012-08-22,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,Oral solution,240,350.0,735.0,2.1,0.01,"Aurobindo Unit III, India",No,,,1.03
71956,Haiti,Direct Drop,Ocean,2015-04-09,2015-04-09,2015-04-13,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,36000.0,298440.0,8.29,0.14,Hetero Unit III Hyderabad IN,No,,,306.8
71965,Zimbabwe,Direct Drop,Air,2011-10-19,2011-10-18,2011-10-18,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,1145.0,91600.0,80.0,0.8,Inverness Japan,Yes,647.0,13312.88,151.14
71971,Vietnam,Direct Drop,Air,2010-10-13,2010-10-13,2010-10-13,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,3753.0,9532.62,2.54,0.04,"Strides, Bangalore, India.",Yes,216.0,4146.33,20.55
72047,South Africa,Direct Drop,Truck,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,1.0,16.73,16.73,0.56,Hetero Unit III Hyderabad IN,No,,,0.02
72049,Uganda,Direct Drop,Air,2012-07-12,2012-07-12,2012-07-12,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,22500.0,52875.0,2.35,0.04,"Aurobindo Unit III, India",Yes,2145.0,8143.97,74.13
72066,South Africa,Direct Drop,Truck,2014-08-29,2014-08-29,2014-08-29,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,70.0,1803.18,25.76,0.21,ABBVIE Ludwigshafen Germany,No,,,2.23
72085,Rwanda,Direct Drop,Ocean,2012-08-02,2012-08-02,2012-08-02,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,20370.0,72720.9,3.57,0.12,Hetero Unit III Hyderabad IN,Yes,1619.0,9054.61,101.95
72088,South Africa,Direct Drop,Truck,2014-02-07,2014-02-07,2014-02-07,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Generic,Tablet,60,12.0,325.33,27.11,0.45,Mylan (formerly Matrix) Nashik,No,,,0.4
72142,Rwanda,Direct Drop,Air,2012-06-29,2012-06-29,2012-06-29,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,Tablet,60,1575.0,12143.25,7.71,0.13,ABBVIE Ludwigshafen Germany,Yes,186.0,2874.03,20.04
72150,South Africa,Direct Drop,Truck,2014-02-06,2014-02-06,2014-02-06,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,872.0,14909.0,17.1,0.29,"Cipla, Goa, India",No,,,18.44
72158,Tanzania,Direct Drop,Air,2010-06-11,2010-06-11,2010-06-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,7145.0,258363.2,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,1604.0,9915.56,557.03
72193,South Africa,Direct Drop,Ocean,2011-02-01,2011-02-01,2011-02-01,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,64260.0,289812.6,4.51,0.15,"Aurobindo Unit III, India",Yes,5623.0,630.5,624.84
72239,South Sudan,Direct Drop,Air,2015-07-02,2015-07-07,2015-07-07,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,Test kit - Ancillary,100,15.0,120.0,8.0,0.08,"Alere Medical Co., Ltd.",No,,,0.14
72240,Nigeria,Direct Drop,Air,2015-08-07,2015-08-07,2015-08-10,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Generic,Tablet,30,6878.0,123804.0,18.0,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,,,145.72
72241,Rwanda,Direct Drop,Air,2014-04-28,2014-04-28,2014-04-28,HRDT,Hiv Test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",Colloidal Gold,Test kit,1,5994.0,146853.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,3996.0,53062.21,150.96
72256,Haiti,Direct Drop,Ocean,2015-07-03,2015-07-03,2015-07-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Generic,Chewable/dispersible tablet - FDC,60,6500.0,22750.0,3.5,0.06,Mylan (formerly Matrix) Nashik,Yes,,,23.39
72263,South Africa,Direct Drop,Air,2010-08-24,2010-08-24,2010-08-24,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,56970.0,266049.9,4.67,0.16,"Aurobindo Unit III, India",Yes,4822.0,5886.9,573.6
72281,Namibia,Direct Drop,Air,2009-08-25,2009-08-25,2009-08-25,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,Test kit,100,150.0,10500.0,70.0,0.7,Inverness Japan,Yes,37.0,2541.8,20.58
72291,Rwanda,Direct Drop,Air,2010-06-13,2010-06-13,2010-06-13,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,15750.0,40792.5,2.59,0.04,Hetero Unit III Hyderabad IN,Yes,986.0,4015.82,79.95
72293,Zambia,Direct Drop,Air,2014-10-01,2014-10-01,2014-10-01,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,100000.0,218000.0,2.18,0.04,Hetero Unit III Hyderabad IN,Yes,6304.0,34182.97,224.1
72300,Haiti,Direct Drop,Air,2012-03-27,2012-03-27,2012-03-27,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,Tablet,60,360.0,2775.6,7.71,0.13,ABBVIE Ludwigshafen Germany,Yes,46.0,984.39,3.89
72336,Kenya,Direct Drop,Air,2010-07-29,2010-07-30,2010-07-30,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,4555.0,364400.0,80.0,0.8,Inverness Japan,Yes,974.0,9456.46,785.65
72377,Zambia,Direct Drop,Air,2015-03-26,2015-03-26,2015-03-31,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,3000.0,96000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,909.0,10203.1,98.69
72420,South Africa,Direct Drop,Ocean,2011-06-13,2011-06-13,2011-06-13,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,Tablet,30,21896.0,145608.4,6.65,0.22,"Aurobindo Unit III, India",Yes,2044.0,5768.66,240.25
72424,South Africa,Direct Drop,Ocean,2011-02-01,2011-02-01,2011-02-01,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Generic,Capsule,30,92000.0,216200.0,2.35,0.08,"Aurobindo Unit III, India",Yes,5184.0,9592.95,466.13
72425,South Africa,Direct Drop,Truck,2015-04-28,2015-04-28,2015-04-28,ARV,Adult,PHARMACY DIRECT,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,2.0,60.42,30.21,1.01,"Aurobindo Unit III, India",No,,,0.06
72426,"Congo, Drc",Direct Drop,Air,2013-09-30,2013-09-30,2013-09-30,ANTM,Malaria,IMRES B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Generic,Tablet - FDC,1000,720.0,16164.0,22.45,0.02,"Guilin OSD site, No 17, China",Yes,578.0,3089.83,19.99
72445,Côte D'Ivoire,Direct Drop,Air,2013-06-24,2013-06-24,2013-06-24,HRDT,Hiv Test,BIO-RAD LABORATORIES (FRANCE),"HIV 1/2, Genie III Kit, 50 Tests",Genie,Test kit,50,300.0,27300.0,91.0,1.82,Bio-Rad Laboratories,Yes,728.0,6879.32,38.27
72454,Kenya,Direct Drop,Air,2012-12-10,2012-12-10,2012-12-10,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,5995.0,533555.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,,,748.04
72467,Burkina Faso,Direct Drop,Air,2015-08-04,2015-08-04,2015-08-04,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Norvir,Tablet,60,25.0,171.25,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,,,0.2
72485,Kenya,Direct Drop,Air,2010-07-07,2010-07-07,2010-07-07,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,5361.0,428880.0,80.0,0.8,Inverness Japan,Yes,1098.0,10929.38,924.67
72492,Nigeria,Direct Drop,Air,2013-06-12,2013-06-12,2013-06-12,HRDT,Hiv Test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,Test kit,20,4848.0,140592.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,1784.0,8248.33,197.11
72535,Haiti,Direct Drop,Air,2015-07-21,2015-07-21,2015-07-22,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Generic,Tablet,30,8000.0,144000.0,18.0,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,1023.0,6433.8,148.03
72538,Uganda,Direct Drop,Air,2014-07-30,2014-07-30,2014-08-07,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,6000.0,480000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,2432.0,23482.06,493.44
72546,Vietnam,Direct Drop,Air,2014-01-06,2014-01-06,2014-01-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,4033.0,245287.06,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,,,303.42
72557,Uganda,Direct Drop,Air,2013-07-11,2013-07-15,2013-07-15,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,3032.0,242560.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1317.0,47892.57,
72572,Botswana,Direct Drop,Air,2011-03-14,2011-03-14,2011-03-14,HRDT,Hiv Test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",Colloidal Gold,Test kit,1,20.0,460.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,16.0,486.18,0.76
72586,Mozambique,Direct Drop,Ocean,2012-08-20,2012-08-20,2012-08-20,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,7882.0,630560.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,3757.0,15105.99,1040.42
72597,South Africa,Direct Drop,Truck,2015-01-26,2015-01-26,2015-01-26,ARV,Adult,PHARMACY DIRECT,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,22.0,282.13,12.82,0.21,"Aurobindo Unit III, India",No,,,0.29
72625,Haiti,Direct Drop,Air,2010-01-27,2010-01-27,2010-01-27,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Stocrin/Sustiva,Oral solution,180,167.0,2832.32,16.96,0.09,"MSD, Haarlem, NL",Yes,47.0,290.0,5.55
72639,Côte D'Ivoire,Direct Drop,Air,2010-08-27,2010-08-27,2010-08-27,HRDT,Hiv Test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,Test kit,20,2068.0,55836.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,685.0,5557.27,120.38
72695,Rwanda,Direct Drop,Air,2011-04-25,2011-04-25,2011-04-25,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Generic,Delayed-release capsules,30,570.0,7552.5,13.25,0.44,"Aurobindo Unit III, India",No,,,16.28
72698,Vietnam,Direct Drop,Air,2013-12-16,2013-12-16,2013-12-16,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Generic,Tablet,60,591.0,6737.4,11.4,0.19,"Aurobindo Unit III, India",Yes,36.0,430.5,8.33
72719,Côte D'Ivoire,Direct Drop,Air,2013-01-09,2013-01-09,2013-01-09,HRDT,Hiv Test,BIO-RAD LABORATORIES (FRANCE),"HIV 1/2, Genie III Kit, 50 Tests",Genie,Test kit,50,500.0,45500.0,91.0,1.82,Bio-Rad Laboratories,Yes,284.0,32609.44,63.79
72767,Haiti,Direct Drop,Air,2014-12-10,2014-12-10,2014-12-10,ARV,Adult,JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),"Darunavir 600mg [Prezista], tablets, 60 Tabs",Prezista,Tablet,60,111.0,5994.0,54.0,0.9,"Janssen-Cilag, Latina, IT",Yes,42.0,926.3,6.16
72770,"Congo, Drc",Direct Drop,Air,2014-12-31,2014-12-31,2014-12-31,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,Test kit - Ancillary,1,2683.0,13415.0,5.0,5.0,"Alere Medical Co., Ltd.",No,,,13.79
72776,Guyana,Direct Drop,Air,2011-03-28,2011-03-28,2011-03-28,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,1975.0,63200.0,32.0,1.6,"Trinity Biotech, Plc",Yes,659.0,9106.51,104.28
72821,South Sudan,Direct Drop,Air,2015-07-02,2015-07-02,2015-07-03,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,Test kit - Ancillary,100,45.0,360.0,8.0,0.08,"Alere Medical Co., Ltd.",No,,,0.42
72832,Cameroon,Direct Drop,Air,2013-11-07,2013-10-30,2013-10-29,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,20993.0,97617.45,4.65,0.16,"Aurobindo Unit VII, IN",Yes,2100.0,17568.6,120.75
72836,Ghana,Direct Drop,Air,2014-11-10,2014-11-10,2014-11-12,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,29107.0,238677.4,8.2,0.14,"Aurobindo Unit III, India",Yes,3647.0,18545.17,245.36
72885,Mozambique,Direct Drop,Air,2014-06-02,2014-06-02,2014-06-04,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,3962.0,126784.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1153.0,7754.14,130.33
72892,South Africa,Direct Drop,Ocean,2011-05-03,2011-03-06,2011-06-03,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Generic,Capsule,90,17357.0,173222.86,9.98,0.11,"Aurobindo Unit III, India",Yes,2301.0,4573.2,373.47
